"station","lon","lat","year","month","time","pm10"
"DENI063",9.68503,53.52418,2004,8,44,19.59
"DENI063",9.68503,53.52418,2004,9,45,15.55
"DENI063",9.68503,53.52418,2004,10,46,16.13
"DENI063",9.68503,53.52418,2004,11,47,16.81
"DENI063",9.68503,53.52418,2004,12,48,24.6
"DENI063",9.68503,53.52418,2005,1,49,19.77
"DENI063",9.68503,53.52418,2005,2,50,27.9
"DENI063",9.68503,53.52418,2005,3,51,28.1
"DENI063",9.68503,53.52418,2005,4,52,25.79
"DENI063",9.68503,53.52418,2005,5,53,16.96
"DENI063",9.68503,53.52418,2005,6,54,17.38
"DENI063",9.68503,53.52418,2005,7,55,17.63
"DENI063",9.68503,53.52418,2005,8,56,17.48
"DENI063",9.68503,53.52418,2005,9,57,21.7
"DENI063",9.68503,53.52418,2005,10,58,27.48
"DENI063",9.68503,53.52418,2005,11,59,19.47
"DENI063",9.68503,53.52418,2005,12,60,22.1
"DEUB038",9.79158,54.07312,2001,9,9,14.67
"DEUB038",9.79158,54.07312,2001,10,10,24.17
"DEUB038",9.79158,54.07312,2001,11,11,14.87
"DEUB038",9.79158,54.07312,2001,12,12,16.5
"DEUB038",9.79158,54.07312,2002,1,13,25.59
"DEUB038",9.79158,54.07312,2002,2,14,17.89
"DEUB038",9.79158,54.07312,2002,3,15,29.14
"DEUB038",9.79158,54.07312,2002,4,16,33.54
"DEUB038",9.79158,54.07312,2002,5,17,21.31
"DEUB038",9.79158,54.07312,2002,6,18,21.18
"DEUB038",9.79158,54.07312,2002,7,19,21.71
"DEUB038",9.79158,54.07312,2002,8,20,31.13
"DEUB038",9.79158,54.07312,2002,9,21,18.77
"DEUB038",9.79158,54.07312,2002,10,22,14.67
"DEUB038",9.79158,54.07312,2002,11,23,19.45
"DEUB038",9.79158,54.07312,2002,12,24,29.23
"DEUB038",9.79158,54.07312,2003,1,25,26.44
"DEUB038",9.79158,54.07312,2003,2,26,45.06
"DEUB038",9.79158,54.07312,2003,3,27,51.6
"DEUB038",9.79158,54.07312,2003,4,28,34.45
"DEUB038",9.79158,54.07312,2003,5,29,17.42
"DEUB038",9.79158,54.07312,2003,6,30,20.51
"DEUB038",9.79158,54.07312,2003,7,31,19.93
"DEUB038",9.79158,54.07312,2003,8,32,22.51
"DEUB038",9.79158,54.07312,2003,9,33,19.18
"DEUB038",9.79158,54.07312,2003,10,34,17.15
"DEUB038",9.79158,54.07312,2003,11,35,24.23
"DEUB038",9.79158,54.07312,2003,12,36,22.29
"DEUB038",9.79158,54.07312,2004,1,37,24.46
"DEUB038",9.79158,54.07312,2004,2,38,20.83
"DEUB038",9.79158,54.07312,2004,3,39,24.17
"DEUB038",9.79158,54.07312,2004,4,40,24.4
"DEUB038",9.79158,54.07312,2004,5,41,19.97
"DEUB038",9.79158,54.07312,2004,6,42,16.82
"DEUB038",9.79158,54.07312,2004,7,43,14.62
"DEUB038",9.79158,54.07312,2004,8,44,19.06
"DEUB038",9.79158,54.07312,2004,9,45,17.13
"DEUB038",9.79158,54.07312,2004,10,46,17.19
"DEUB038",9.79158,54.07312,2004,11,47,18.74
"DEUB038",9.79158,54.07312,2004,12,48,22.83
"DEUB038",9.79158,54.07312,2005,1,49,21.21
"DEUB038",9.79158,54.07312,2005,2,50,25.88
"DEUB038",9.79158,54.07312,2005,3,51,24.34
"DEUB038",9.79158,54.07312,2005,4,52,24.83
"DEUB038",9.79158,54.07312,2005,5,53,17.01
"DEUB038",9.79158,54.07312,2005,6,54,17.49
"DEUB038",9.79158,54.07312,2005,7,55,17.67
"DEUB038",9.79158,54.07312,2005,8,56,15.91
"DEUB038",9.79158,54.07312,2005,9,57,17.3
"DEUB038",9.79158,54.07312,2005,10,58,20.93
"DEBE056",13.64701,52.44775,2001,6,6,17.59
"DEBE056",13.64701,52.44775,2001,7,7,17.3
"DEBE056",13.64701,52.44775,2001,8,8,20.74
"DEBE056",13.64701,52.44775,2001,9,9,15.04
"DEBE056",13.64701,52.44775,2001,10,10,25.23
"DEBE056",13.64701,52.44775,2001,11,11,16.01
"DEBE056",13.64701,52.44775,2001,12,12,20.33
"DEBE056",13.64701,52.44775,2002,1,13,22.67
"DEBE056",13.64701,52.44775,2002,2,14,15.15
"DEBE056",13.64701,52.44775,2002,3,15,25.74
"DEBE056",13.64701,52.44775,2002,4,16,33.45
"DEBE056",13.64701,52.44775,2002,5,17,24.18
"DEBE056",13.64701,52.44775,2002,6,18,19.06
"DEBE056",13.64701,52.44775,2002,7,19,21.06
"DEBE056",13.64701,52.44775,2002,8,20,33.81
"DEBE056",13.64701,52.44775,2002,9,21,19.08
"DEBE056",13.64701,52.44775,2002,10,22,14.45
"DEBE056",13.64701,52.44775,2002,11,23,26.28
"DEBE056",13.64701,52.44775,2002,12,24,44.59
"DEBE056",13.64701,52.44775,2003,1,25,26.63
"DEBE056",13.64701,52.44775,2003,2,26,43.83
"DEBE056",13.64701,52.44775,2003,3,27,44.96
"DEBE056",13.64701,52.44775,2003,4,28,32.59
"DEBE056",13.64701,52.44775,2003,5,29,17.62
"DEBE056",13.64701,52.44775,2003,6,30,19.3
"DEBE056",13.64701,52.44775,2003,7,31,18.77
"DEBE056",13.64701,52.44775,2003,8,32,20.8
"DEBE056",13.64701,52.44775,2003,9,33,22.06
"DEBE056",13.64701,52.44775,2003,10,34,20.95
"DEBE056",13.64701,52.44775,2004,1,37,34.34
"DEBE056",13.64701,52.44775,2004,2,38,17.07
"DEBE056",13.64701,52.44775,2004,3,39,24.38
"DEBE056",13.64701,52.44775,2004,4,40,18.9
"DEBE056",13.64701,52.44775,2004,5,41,14.14
"DEBE056",13.64701,52.44775,2004,6,42,16.25
"DEBE056",13.64701,52.44775,2004,7,43,15.08
"DEBE056",13.64701,52.44775,2004,8,44,17.25
"DEBE056",13.64701,52.44775,2004,9,45,15.39
"DEBE056",13.64701,52.44775,2004,10,46,17.02
"DEBE056",13.64701,52.44775,2004,11,47,18.38
"DEBE056",13.64701,52.44775,2004,12,48,24.58
"DEBE056",13.64701,52.44775,2005,1,49,16.86
"DEBE056",13.64701,52.44775,2005,2,50,33.64
"DEBE056",13.64701,52.44775,2005,3,51,29.33
"DEBE056",13.64701,52.44775,2005,4,52,26.64
"DEBE056",13.64701,52.44775,2005,5,53,18.3
"DEBE056",13.64701,52.44775,2005,6,54,16.7
"DEBE056",13.64701,52.44775,2005,7,55,18.08
"DEBE056",13.64701,52.44775,2005,8,56,13.12
"DEBE056",13.64701,52.44775,2005,9,57,25.76
"DEBE056",13.64701,52.44775,2005,10,58,31.86
"DEBE056",13.64701,52.44775,2005,11,59,24.23
"DEBE056",13.64701,52.44775,2005,12,60,21.38
"DEBE062",13.29635,52.65315,2001,6,6,18.88
"DEBE062",13.29635,52.65315,2001,7,7,21.1
"DEBE062",13.29635,52.65315,2001,8,8,22.05
"DEBE062",13.29635,52.65315,2001,9,9,19.39
"DEBE062",13.29635,52.65315,2001,10,10,36.29
"DEBE062",13.29635,52.65315,2001,11,11,19.28
"DEBE062",13.29635,52.65315,2001,12,12,25.4
"DEBE062",13.29635,52.65315,2002,1,13,23.41
"DEBE062",13.29635,52.65315,2002,2,14,15.63
"DEBE062",13.29635,52.65315,2002,3,15,24.36
"DEBE062",13.29635,52.65315,2002,4,16,32.74
"DEBE062",13.29635,52.65315,2002,5,17,23.69
"DEBE062",13.29635,52.65315,2002,6,18,18.9
"DEBE062",13.29635,52.65315,2002,7,19,20.42
"DEBE062",13.29635,52.65315,2002,8,20,37.87
"DEBE062",13.29635,52.65315,2002,9,21,20.37
"DEBE062",13.29635,52.65315,2002,10,22,16.8
"DEBE062",13.29635,52.65315,2002,11,23,24.8
"DEBE062",13.29635,52.65315,2002,12,24,42.74
"DEBE062",13.29635,52.65315,2003,1,25,27.65
"DEBE062",13.29635,52.65315,2003,2,26,45.39
"DEBE062",13.29635,52.65315,2003,3,27,54.46
"DEBE062",13.29635,52.65315,2003,4,28,30.97
"DEBE062",13.29635,52.65315,2003,5,29,16.5
"DEBE062",13.29635,52.65315,2003,6,30,15.54
"DEBE062",13.29635,52.65315,2003,7,31,16.19
"DEBE062",13.29635,52.65315,2003,8,32,22.43
"DEBE062",13.29635,52.65315,2003,9,33,21.94
"DEBE062",13.29635,52.65315,2003,10,34,21.99
"DEBE032",13.22586,52.47309,2002,3,15,38.42
"DEBE032",13.22586,52.47309,2002,4,16,29.85
"DEBE032",13.22586,52.47309,2002,5,17,21.36
"DEBE032",13.22586,52.47309,2002,6,18,16.73
"DEBE032",13.22586,52.47309,2002,7,19,17.68
"DEBE032",13.22586,52.47309,2002,8,20,26.74
"DEBE032",13.22586,52.47309,2002,9,21,18.79
"DEBE032",13.22586,52.47309,2002,10,22,16.16
"DEBE032",13.22586,52.47309,2002,11,23,25.19
"DEBE032",13.22586,52.47309,2002,12,24,43.36
"DEBE032",13.22586,52.47309,2003,1,25,25.99
"DEBE032",13.22586,52.47309,2003,2,26,44.46
"DEBE032",13.22586,52.47309,2003,3,27,50.04
"DEBE032",13.22586,52.47309,2003,4,28,30.38
"DEBE032",13.22586,52.47309,2003,5,29,17.63
"DEBE032",13.22586,52.47309,2003,6,30,20.48
"DEBE032",13.22586,52.47309,2003,7,31,17.93
"DEBE032",13.22586,52.47309,2003,8,32,20.19
"DEBE032",13.22586,52.47309,2003,9,33,19.38
"DEBE032",13.22586,52.47309,2003,10,34,17.23
"DEBE032",13.22586,52.47309,2004,1,37,33.48
"DEBE032",13.22586,52.47309,2004,2,38,18.51
"DEBE032",13.22586,52.47309,2004,3,39,24.28
"DEBE032",13.22586,52.47309,2004,4,40,22.6
"DEBE032",13.22586,52.47309,2004,5,41,14.41
"DEBE032",13.22586,52.47309,2004,6,42,16.08
"DEBE032",13.22586,52.47309,2004,7,43,13.91
"DEBE032",13.22586,52.47309,2004,8,44,16.85
"DEBE032",13.22586,52.47309,2004,9,45,15.69
"DEBE032",13.22586,52.47309,2004,10,46,18.6
"DEBE032",13.22586,52.47309,2004,11,47,17.88
"DEBE032",13.22586,52.47309,2004,12,48,21.58
"DEBE032",13.22586,52.47309,2005,1,49,14.84
"DEBE032",13.22586,52.47309,2005,2,50,32.48
"DEBE032",13.22586,52.47309,2005,3,51,29.84
"DEBE032",13.22586,52.47309,2005,4,52,26.35
"DEBE032",13.22586,52.47309,2005,5,53,16.73
"DEBE032",13.22586,52.47309,2005,6,54,15.27
"DEBE032",13.22586,52.47309,2005,7,55,17.64
"DEBE032",13.22586,52.47309,2005,8,56,16.03
"DEBE032",13.22586,52.47309,2005,9,57,22.02
"DEBE032",13.22586,52.47309,2005,10,58,30.82
"DEBE032",13.22586,52.47309,2005,11,59,19.73
"DEBE032",13.22586,52.47309,2005,12,60,18
"DEHE046",8.92817,51.4309,2001,1,1,19.18
"DEHE046",8.92817,51.4309,2001,2,2,13.84
"DEHE046",8.92817,51.4309,2001,3,3,15.87
"DEHE046",8.92817,51.4309,2001,4,4,12.5
"DEHE046",8.92817,51.4309,2001,5,5,18.29
"DEHE046",8.92817,51.4309,2001,6,6,16.42
"DEHE046",8.92817,51.4309,2001,7,7,21.6
"DEHE046",8.92817,51.4309,2001,8,8,31.41
"DEHE046",8.92817,51.4309,2001,9,9,19.79
"DEHE046",8.92817,51.4309,2001,10,10,26.56
"DEHE046",8.92817,51.4309,2001,11,11,19.86
"DEHE046",8.92817,51.4309,2001,12,12,18.66
"DEHE046",8.92817,51.4309,2002,1,13,27.24
"DEHE046",8.92817,51.4309,2002,2,14,13.76
"DEHE046",8.92817,51.4309,2002,3,15,23.89
"DEHE046",8.92817,51.4309,2002,4,16,29.28
"DEHE046",8.92817,51.4309,2002,5,17,19.2
"DEHE046",8.92817,51.4309,2002,6,18,19.51
"DEHE046",8.92817,51.4309,2002,7,19,21.2
"DEHE046",8.92817,51.4309,2002,8,20,23.46
"DEHE046",8.92817,51.4309,2002,9,21,16.08
"DEHE046",8.92817,51.4309,2002,10,22,13.96
"DEHE046",8.92817,51.4309,2002,11,23,15.74
"DEHE046",8.92817,51.4309,2002,12,24,28.08
"DEHE046",8.92817,51.4309,2003,1,25,14.16
"DEHE046",8.92817,51.4309,2003,2,26,33.53
"DEHE046",8.92817,51.4309,2003,3,27,30.25
"DEHE046",8.92817,51.4309,2003,4,28,23.77
"DEHE046",8.92817,51.4309,2003,5,29,14.96
"DEHE046",8.92817,51.4309,2003,6,30,19.79
"DEHE046",8.92817,51.4309,2003,7,31,18.98
"DEHE046",8.92817,51.4309,2003,8,32,23.86
"DEHE046",8.92817,51.4309,2003,9,33,18.15
"DEHE046",8.92817,51.4309,2003,10,34,15.87
"DEHE046",8.92817,51.4309,2003,11,35,17.33
"DEHE046",8.92817,51.4309,2003,12,36,13.43
"DEHE046",8.92817,51.4309,2004,1,37,13.17
"DEHE046",8.92817,51.4309,2004,2,38,20.23
"DEHE046",8.92817,51.4309,2004,3,39,28.42
"DEHE046",8.92817,51.4309,2004,4,40,23.32
"DEHE046",8.92817,51.4309,2004,5,41,14.66
"DEHE046",8.92817,51.4309,2004,6,42,15.8
"DEHE046",8.92817,51.4309,2004,7,43,15.51
"DEHE046",8.92817,51.4309,2004,8,44,17.92
"DEHE046",8.92817,51.4309,2004,9,45,13.72
"DEHE046",8.92817,51.4309,2004,10,46,16.5
"DEHE046",8.92817,51.4309,2004,11,47,17.28
"DEHE046",8.92817,51.4309,2004,12,48,19.83
"DEHE046",8.92817,51.4309,2005,1,49,13.45
"DEHE046",8.92817,51.4309,2005,2,50,23.59
"DEHE046",8.92817,51.4309,2005,3,51,21.9
"DEHE046",8.92817,51.4309,2005,4,52,30.7
"DEHE046",8.92817,51.4309,2005,5,53,16.36
"DEHE046",8.92817,51.4309,2005,6,54,12.34
"DEHE046",8.92817,51.4309,2005,7,55,13.83
"DEHE046",8.92817,51.4309,2005,8,56,14.5
"DEHE046",8.92817,51.4309,2005,9,57,17.36
"DEHE046",8.92817,51.4309,2005,10,58,20.38
"DEHE046",8.92817,51.4309,2005,11,59,13.07
"DEHE046",8.92817,51.4309,2005,12,60,12.63
"DEUB007",8.70038,52.85075,2001,10,10,28.42
"DEUB007",8.70038,52.85075,2001,11,11,14.86
"DEUB007",8.70038,52.85075,2001,12,12,16.09
"DEUB007",8.70038,52.85075,2002,1,13,20.59
"DEUB007",8.70038,52.85075,2002,2,14,15.7
"DEUB007",8.70038,52.85075,2002,3,15,21.9
"DEUB007",8.70038,52.85075,2002,4,16,27.02
"DEUB007",8.70038,52.85075,2002,5,17,22.02
"DEUB007",8.70038,52.85075,2002,6,18,20.69
"DEUB007",8.70038,52.85075,2002,7,19,22.27
"DEUB007",8.70038,52.85075,2002,8,20,26.2
"DEUB007",8.70038,52.85075,2002,9,21,17.05
"DEUB007",8.70038,52.85075,2002,10,22,15.13
"DEUB007",8.70038,52.85075,2002,11,23,18.19
"DEUB007",8.70038,52.85075,2002,12,24,31.61
"DEUB007",8.70038,52.85075,2003,1,25,19.91
"DEUB007",8.70038,52.85075,2003,2,26,36.43
"DEUB007",8.70038,52.85075,2003,3,27,35.48
"DEUB007",8.70038,52.85075,2003,4,28,29.62
"DEUB007",8.70038,52.85075,2003,5,29,15.83
"DEUB007",8.70038,52.85075,2003,6,30,20.88
"DEUB007",8.70038,52.85075,2003,7,31,20.58
"DEUB007",8.70038,52.85075,2003,8,32,25.56
"DEUB007",8.70038,52.85075,2003,9,33,21.45
"DEUB007",8.70038,52.85075,2003,10,34,16.12
"DEUB007",8.70038,52.85075,2003,11,35,21.22
"DEUB007",8.70038,52.85075,2003,12,36,18.28
"DEUB007",8.70038,52.85075,2004,1,37,15.41
"DEUB007",8.70038,52.85075,2004,2,38,19.14
"DEUB007",8.70038,52.85075,2004,3,39,22.74
"DEUB007",8.70038,52.85075,2004,4,40,23
"DEUB007",8.70038,52.85075,2004,5,41,15.46
"DEUB007",8.70038,52.85075,2004,6,42,15.08
"DEUB007",8.70038,52.85075,2004,7,43,16.64
"DEUB007",8.70038,52.85075,2004,9,45,12.57
"DEUB007",8.70038,52.85075,2004,10,46,15.57
"DEUB007",8.70038,52.85075,2004,11,47,14.31
"DEUB007",8.70038,52.85075,2004,12,48,23.9
"DENW081",6.87455,51.862,2003,1,25,27.97
"DENW081",6.87455,51.862,2003,2,26,44.42
"DENW081",6.87455,51.862,2003,3,27,38.01
"DENW081",6.87455,51.862,2003,4,28,31.7
"DENW081",6.87455,51.862,2003,5,29,18.5
"DENW081",6.87455,51.862,2003,6,30,25.59
"DENW081",6.87455,51.862,2003,7,31,19.92
"DENW081",6.87455,51.862,2003,8,32,30.28
"DENW081",6.87455,51.862,2003,9,33,25.96
"DENW081",6.87455,51.862,2003,10,34,26.73
"DENW081",6.87455,51.862,2003,11,35,25.26
"DENW081",6.87455,51.862,2003,12,36,24.72
"DENW081",6.87455,51.862,2004,1,37,21.55
"DENW081",6.87455,51.862,2004,2,38,28.39
"DENW081",6.87455,51.862,2004,3,39,36.29
"DENW081",6.87455,51.862,2004,4,40,24.55
"DENW081",6.87455,51.862,2004,5,41,22.76
"DENW081",6.87455,51.862,2004,6,42,26.69
"DENW081",6.87455,51.862,2004,7,43,17.78
"DENW081",6.87455,51.862,2004,8,44,21.09
"DENW081",6.87455,51.862,2004,9,45,20.92
"DENW081",6.87455,51.862,2004,10,46,19.9
"DENW081",6.87455,51.862,2004,11,47,24.36
"DENW081",6.87455,51.862,2004,12,48,36.34
"DENW081",6.87455,51.862,2005,1,49,23.15
"DENW081",6.87455,51.862,2005,2,50,30.71
"DENW081",6.87455,51.862,2005,3,51,37.25
"DENW081",6.87455,51.862,2005,4,52,26.62
"DENW081",6.87455,51.862,2005,5,53,17.99
"DENW081",6.87455,51.862,2005,6,54,19.29
"DENW081",6.87455,51.862,2005,7,55,18.86
"DENW081",6.87455,51.862,2005,8,56,19.56
"DENW081",6.87455,51.862,2005,9,57,29.02
"DENW081",6.87455,51.862,2005,10,58,25.95
"DENW081",6.87455,51.862,2005,11,59,23.23
"DENW081",6.87455,51.862,2005,12,60,23.83
"DEUB003",13.2181,48.81707,2001,1,1,10.57
"DEUB003",13.2181,48.81707,2001,2,2,13.03
"DEUB003",13.2181,48.81707,2001,3,3,12.92
"DEUB003",13.2181,48.81707,2001,4,4,13.02
"DEUB003",13.2181,48.81707,2001,5,5,22.06
"DEUB003",13.2181,48.81707,2001,6,6,15.12
"DEUB003",13.2181,48.81707,2001,7,7,16.25
"DEUB003",13.2181,48.81707,2001,8,8,20.93
"DEUB003",13.2181,48.81707,2001,9,9,13.55
"DEUB003",13.2181,48.81707,2002,12,24,4.44
"DEUB003",13.2181,48.81707,2003,1,25,8.31
"DEUB003",13.2181,48.81707,2003,2,26,9.46
"DEUB003",13.2181,48.81707,2003,3,27,13
"DEUB003",13.2181,48.81707,2003,4,28,17.44
"DEUB003",13.2181,48.81707,2003,5,29,14.64
"DEUB003",13.2181,48.81707,2003,6,30,15.63
"DEUB003",13.2181,48.81707,2003,7,31,12.36
"DEUB003",13.2181,48.81707,2003,8,32,18
"DEUB003",13.2181,48.81707,2003,10,34,9.61
"DEUB003",13.2181,48.81707,2003,11,35,8.81
"DEUB003",13.2181,48.81707,2003,12,36,5.62
"DEUB003",13.2181,48.81707,2004,1,37,5.86
"DEUB003",13.2181,48.81707,2004,2,38,9.53
"DEUB003",13.2181,48.81707,2004,3,39,13.7
"DEUB003",13.2181,48.81707,2004,4,40,13.29
"DEUB003",13.2181,48.81707,2004,5,41,13.15
"DESN049",12.61112,50.43132,2002,12,24,10.69
"DESN049",12.61112,50.43132,2003,1,25,10.97
"DESN049",12.61112,50.43132,2003,2,26,18.29
"DESN049",12.61112,50.43132,2003,3,27,20.28
"DESN049",12.61112,50.43132,2003,4,28,23.33
"DESN049",12.61112,50.43132,2003,5,29,16.94
"DESN049",12.61112,50.43132,2003,6,30,20.37
"DESN049",12.61112,50.43132,2003,7,31,14.87
"DESN049",12.61112,50.43132,2003,8,32,22.29
"DESN049",12.61112,50.43132,2003,9,33,15.3
"DESN049",12.61112,50.43132,2003,10,34,12.29
"DESN049",12.61112,50.43132,2003,11,35,12.6
"DESN049",12.61112,50.43132,2003,12,36,8.45
"DESN049",12.61112,50.43132,2005,1,49,10.55
"DESN049",12.61112,50.43132,2005,2,50,19.04
"DESN049",12.61112,50.43132,2005,3,51,19.97
"DESN049",12.61112,50.43132,2005,4,52,19.43
"DESN049",12.61112,50.43132,2005,5,53,12.9
"DESN049",12.61112,50.43132,2005,6,54,13
"DESN049",12.61112,50.43132,2005,7,55,13.83
"DESN049",12.61112,50.43132,2005,8,56,14.71
"DESN049",12.61112,50.43132,2005,9,57,17.8
"DESN049",12.61112,50.43132,2005,10,58,22.16
"DESN049",12.61112,50.43132,2005,11,59,10.03
"DESN049",12.61112,50.43132,2005,12,60,8.68
"DEUB002",7.05425,49.76193,2001,8,8,11.13
"DEUB002",7.05425,49.76193,2001,9,9,9.23
"DEUB002",7.05425,49.76193,2001,10,10,14.02
"DEUB002",7.05425,49.76193,2001,11,11,12.08
"DEUB002",7.05425,49.76193,2001,12,12,11.16
"DEUB002",7.05425,49.76193,2002,1,13,13.61
"DEUB002",7.05425,49.76193,2002,2,14,10.66
"DEUB002",7.05425,49.76193,2002,3,15,16.69
"DEUB002",7.05425,49.76193,2002,4,16,25.32
"DEUB002",7.05425,49.76193,2002,5,17,13.55
"DEUB002",7.05425,49.76193,2002,6,18,17.08
"DEUB002",7.05425,49.76193,2002,7,19,16.71
"DEUB002",7.05425,49.76193,2002,8,20,20.9
"DEUB002",7.05425,49.76193,2002,9,21,14.92
"DEUB002",7.05425,49.76193,2002,10,22,11.89
"DEUB002",7.05425,49.76193,2002,11,23,9.19
"DEUB002",7.05425,49.76193,2002,12,24,14.65
"DEUB002",7.05425,49.76193,2003,1,25,11.48
"DEUB002",7.05425,49.76193,2003,2,26,22.89
"DEUB002",7.05425,49.76193,2003,3,27,20.91
"DEUB002",7.05425,49.76193,2003,4,28,20.69
"DEUB002",7.05425,49.76193,2003,5,29,16.36
"DEUB002",7.05425,49.76193,2003,6,30,24.97
"DEUB002",7.05425,49.76193,2003,7,31,20
"DEUB002",7.05425,49.76193,2003,8,32,29.06
"DEUB002",7.05425,49.76193,2003,9,33,17.86
