"px_epsg28992","py_epsg28992","lon","lat","dist","ffreq2","ffreq3"
181260,333380,5.76119699165939,50.9894771661631,0.233596,0,0
181300,333380,5.76176666434344,50.9894753252556,0.266209,0,0
181340,333380,5.76233633697484,50.9894734815474,0.27709,0,0
181380,333380,5.76290600955352,50.9894716350385,0.298835,0,0
181420,333380,5.7634756820794,50.989469785729,0.326079,0,0
180860,333340,5.75549739177998,50.9891358755119,0,0,0
180900,333340,5.75606706054876,50.9891340626295,0.0264645,0,0
180940,333340,5.75663672926569,50.9891322469464,0.0537889,0,0
180980,333340,5.75720639793071,50.9891304284628,0.081222,0,0
181020,333340,5.75777606654373,50.9891286071785,0.103029,0,0
181060,333340,5.75834573510466,50.9891267830935,0.1357,0,0
181100,333340,5.75891540361344,50.989124956208,0.162853,0,0
181140,333340,5.75948507206998,50.9891231265218,0.190091,0,0
181180,333340,5.76005474047419,50.989121294035,0.211846,0,0
181220,333340,5.76062440882601,50.9891194587476,0.233596,0,0
181260,333340,5.76119407712535,50.9891176206595,0.255343,0,0
181300,333340,5.76176374537212,50.9891157797708,0.27709,0,0
181340,333340,5.76233341356626,50.9891139360815,0.309699,0,0
181380,333340,5.76290308170767,50.9891120895916,0.32058,0,0
181420,333340,5.76347274979629,50.989110240301,0.342324,0,0
180820,333300,5.7549248572871,50.9887781398851,0,0,0
180860,333300,5.75549452167044,50.9887763298218,0.0054321,0,0
180900,333300,5.75606418600201,50.988774516958,0.0373369,0,0
180940,333300,5.75663385028175,50.9887727012936,0.0703468,0,0
180980,333300,5.75720351450957,50.9887708828285,0.0975136,0,0
181020,333300,5.75777317868539,50.9887690615629,0.124808,0,0
181060,333300,5.75834284280913,50.9887672374966,0.146578,0,0
181100,333300,5.75891250688071,50.9887654106298,0.179216,0,0
181140,333300,5.75948217090006,50.9887635809624,0.20637,0,0
181180,333300,5.76005183486708,50.9887617484943,0.233593,0,0
181220,333300,5.76062149878171,50.9887599132257,0.255343,0,0
181260,333300,5.76119116264386,50.9887580751565,0.27709,0,0
181300,333300,5.76176082645345,50.9887562342867,0.298835,0,0
181340,333300,5.7623304902104,50.9887543906163,0.32058,0,0
181380,333300,5.76290015391463,50.9887525441452,0.353186,0,0
181420,333300,5.76346981756607,50.9887506948736,0.364067,0,0
181460,333300,5.76403948116462,50.9887488428014,0.380356,1,0
180820,333260,5.75492199166644,50.9884185941771,0,0,0
180860,333260,5.75549165161265,50.9884167841324,0.0264645,0,0
180900,333260,5.75606131150711,50.9884149712871,0.0537889,0,0
180940,333260,5.75663097134973,50.9884131556412,0.081222,0,0
180980,333260,5.75720063114043,50.9884113371949,0.113932,0,0
181020,333260,5.75777029087913,50.9884095159479,0.141086,0,0
181060,333260,5.75833995056576,50.9884076919003,0.168336,0,0
181100,333260,5.75890961020023,50.9884058650522,0.190094,0,0
181140,333260,5.75947926978246,50.9884040354035,0.222718,0,0
181180,333260,5.76004892931237,50.9884022029542,0.249874,0,0
181220,333260,5.76061858878989,50.9884003677044,0.277087,0,0
181260,333260,5.76118824821493,50.988398529654,0.298835,0,0
181300,333260,5.76175790758741,50.9883966888031,0.32058,0,0
181340,333260,5.76232756690726,50.9883948451516,0.342324,0,0
181380,333260,5.76289722617438,50.9883929986995,0.364067,0,0
181420,333260,5.76346688538872,50.9883911494468,0.396672,1,0
181460,333260,5.76403654455017,50.9883892973936,0.407552,1,0
180780,333220,5.75434947053661,50.9880608556952,0,0,0
180820,333220,5.75491912609746,50.9880590484696,0.0054321,0,0
180860,333220,5.75548878160663,50.9880572384434,0.0373369,1,0
180900,333220,5.75605843706404,50.9880554256168,0.0703468,0,0
180940,333220,5.75662809246962,50.9880536099895,0.0975136,0,0
180980,333220,5.75719774782328,50.9880517915618,0.124808,0,0
181020,333220,5.75776740312495,50.9880499703334,0.157461,0,0
181060,333220,5.75833705837454,50.9880481463046,0.184614,0,0
181100,333220,5.75890671357198,50.9880463194752,0.211843,0,0
181140,333220,5.75947636871717,50.9880444898453,0.233596,0,0
181180,333220,5.76004602381006,50.9880426574148,0.266212,0,0
181220,333220,5.76061567885055,50.9880408221838,0.29337,0,0
181260,333220,5.76118533383856,50.9880389841522,0.320577,0,0
181300,333220,5.76175498877401,50.9880371433201,0.342324,0,0
181340,333220,5.76232464365683,50.9880352996875,0.364067,0,0
181380,333220,5.76289429848693,50.9880334532543,0.38581,0,0
181420,333220,5.76346395326424,50.9880316040206,0.407552,1,0
181460,333220,5.76403360798868,50.9880297519864,0.440156,1,0
181500,333220,5.76460326266015,50.9880278971515,0.456516,1,0
180780,333180,5.75434660945627,50.9877013099698,0,0,0
180820,333180,5.75491626058015,50.9876995027627,0.0264645,0,0
180860,333180,5.75548591165236,50.9876976927552,0.0537889,1,0
180900,333180,5.75605556267281,50.987695879947,0.081222,0,0
180940,333180,5.75662521364143,50.9876940643384,0.113932,0,0
180980,333180,5.75719486455813,50.9876922459293,0.141086,0,0
181020,333180,5.75776451542284,50.9876904247196,0.168336,0,0
181060,333180,5.75833416623548,50.9876886007094,0.200968,0,0
181100,333180,5.75890381699596,50.9876867738988,0.228123,0,0
181140,333180,5.75947346770421,50.9876849442876,0.255341,0,0
181180,333180,5.76004311836014,50.9876831118759,0.27709,0,0
181220,333180,5.76061276896368,50.9876812766637,0.309702,0,0
181260,333180,5.76118241951474,50.987679438651,0.336861,0,0
181300,333180,5.76175207001325,50.9876775978377,0.364064,0,0
181340,333180,5.76232172045913,50.9876757542239,0.38581,0,0
181380,333180,5.76289137085228,50.9876739078097,0.407552,1,0
181420,333180,5.76346102119265,50.9876720585949,0.429295,1,0
181460,333180,5.76403067148014,50.9876702065797,0.451037,1,0
181500,333180,5.76460032171468,50.9876683517639,0.483639,1,0
181540,333180,5.76516997189618,50.9876664941476,0.5,1,0
180780,333140,5.75434374842752,50.9873417642451,0.0054321,0,0
180820,333140,5.75491339511452,50.9873399570565,0.0373369,0,0
180860,333140,5.75548304174984,50.9873381470675,0.0703468,1,0
180900,333140,5.75605268833341,50.9873363342779,0.0975136,0,0
180940,333140,5.75662233486516,50.9873345186879,0.124808,0,0
180980,333140,5.75719198134498,50.9873327002974,0.157461,0,0
181020,333140,5.75776162777281,50.9873308791064,0.184614,0,0
181060,333140,5.75833127414857,50.987329055115,0.211843,0,0
181100,333140,5.75890092047218,50.987327228323,0.244466,0,0
181140,333140,5.75947056674355,50.9873253987305,0.271622,0,0
181180,333140,5.76004021296262,50.9873235663376,0.298832,0,0
181220,333140,5.76060985912928,50.9873217311442,0.32058,0,0
181260,333140,5.76117950524348,50.9873198931503,0.353189,0,0
181300,333140,5.76174915130512,50.9873180523559,0.38035,0,0
181340,333140,5.76231879731413,50.9873162087611,0.40755,1,0
181380,333140,5.76288844327043,50.9873143623657,0.429295,1,0
181420,333140,5.76345808917393,50.9873125131699,0.451037,1,0
181460,333140,5.76402773502456,50.9873106611736,0.472778,1,0
181500,333140,5.76459738082223,50.9873088063768,0.49452,1,0
181540,333140,5.76516702656688,50.9873069487796,0.521728,1,0
180740,333100,5.75377124514858,50.9869840228906,0,0,0
180780,333100,5.75434088745036,50.986982218521,0.0122243,0,0
180820,333100,5.75491052970056,50.9869804113509,0.0537778,1,0
180860,333100,5.75548017189908,50.9869786013804,0.0812194,1,0
180900,333100,5.75604981404585,50.9869767886094,0.113932,1,0
180940,333100,5.75661945614079,50.986974973038,0.141086,0,0
180980,333100,5.75718909818382,50.9869731546661,0.168336,1,0
181020,333100,5.75775874017486,50.9869713334938,0.200968,1,0
181060,333100,5.75832838211382,50.986969509521,0.228123,0,0
181100,333100,5.75889802400063,50.9869676827477,0.255341,0,0
181140,333100,5.75946766583522,50.9869658531741,0.287957,0,0
181180,333100,5.76003730761749,50.9869640207999,0.315116,0,0
181220,333100,5.76060694934736,50.9869621856253,0.342321,0,0
181260,333100,5.76117659102477,50.9869603476502,0.364067,0,0
181300,333100,5.76174623264963,50.9869585068747,0.396675,0,0
181340,333100,5.76231587422185,50.9869566632987,0.423837,1,0
181380,333100,5.76288551574136,50.9869548169224,0.451034,1,0
181420,333100,5.76345515720808,50.9869529677455,0.472778,1,0
181460,333100,5.76402479862193,50.9869511157682,0.49452,1,0
181500,333100,5.76459443998283,50.9869492609904,0.516261,1,0
180700,333060,5.75319875074316,50.9866262786992,0,0,0
180740,333060,5.75376838865974,50.9866244771486,0.0054321,0,0
180780,333060,5.75433802652479,50.9866226727974,0.0373369,0,0
180820,333060,5.75490766433827,50.9866208656459,0.0593662,1,0
180860,333060,5.75547730210007,50.986619055694,0.0975026,1,0
180900,333060,5.75604693981012,50.9866172429415,0.124805,1,0
180940,333060,5.75661657746834,50.9866154273887,0.157461,1,0
180980,333060,5.75718621507465,50.9866136090355,0.184614,1,0
181020,333060,5.75775585262897,50.9866117878818,0.211843,1,0
181060,333060,5.75832549013122,50.9866099639277,0.244466,0,0
181100,333060,5.75889512758132,50.9866081371732,0.271622,0,0
181140,333060,5.75946476497919,50.9866063076183,0.298832,0,0
181180,333060,5.76003440232475,50.9866044752629,0.331446,0,0
181220,333060,5.76060403961792,50.9866026401071,0.358606,0,0
181260,333060,5.76117367685861,50.9866008021508,0.385807,0,1
181300,333060,5.76174331404676,50.9865989613942,0.407552,0,1
181340,333060,5.76231295118228,50.9865971178371,0.440159,0,0
181380,333060,5.76288258826509,50.9865952714796,0.467322,1,0
181420,333060,5.7634522252951,50.9865934223217,0.494517,1,0
181460,333060,5.76402186227225,50.9865915703633,0.516261,1,0
181500,333060,5.76459149919645,50.9865897156046,0.532553,1,0
180700,333020,5.75319589874248,50.9862667329394,0,0,0
180740,333020,5.7537655322224,50.9862649314072,0.0264645,0,0
180780,333020,5.75433516565082,50.9862631270745,0.0537889,1,0
180820,333020,5.75490479902765,50.9862613199416,0.081222,1,0
180860,333020,5.75547443235281,50.9862595100081,0.103029,1,0
180900,333020,5.75604406562622,50.9862576972743,0.141075,1,0
180940,333020,5.7566136988478,50.9862558817401,0.168333,1,0
180980,333020,5.75718333201747,50.9862540634055,0.200968,1,0
181020,333020,5.75775296513515,50.9862522422705,0.228123,1,0
181060,333020,5.75832259820077,50.986250418335,0.255341,0,0
181100,333020,5.75889223121424,50.9862485915992,0.287957,0,0
181140,333020,5.75946186417547,50.9862467620631,0.315116,0,0
181180,333020,5.7600314970844,50.9862449297264,0.342321,0,0
181220,333020,5.76060112994094,50.9862430945894,0.374932,0,0
181260,333020,5.76117076274501,50.986241256652,0.402094,0,1
181300,333020,5.76174039549653,50.9862394159142,0.429292,0,1
181340,333020,5.76231002819542,50.986237572376,0.451037,0,0
181380,333020,5.7628796608416,50.9862357260375,0.483642,1,0
181420,333020,5.763449293435,50.9862338768985,0.510806,1,0
181460,333020,5.76401892597552,50.9862320249591,0.537999,1,0
180660,332980,5.75262341769844,50.9859089858936,0,0,0
180700,332980,5.75319304679322,50.9859071871802,0.0122243,0,0
180740,332980,5.75376267583658,50.9859053856664,0.0373395,1,0
180780,332980,5.75433230482843,50.9859035813523,0.0703468,1,0
180820,332980,5.7549019337687,50.9859017742378,0.0975136,1,0
180860,332980,5.75547156265729,50.9858999643229,0.124808,1,0
180900,332980,5.75604119149414,50.9858981516077,0.146578,1,0
180940,332980,5.75661082027917,50.9858963360921,0.184603,1,0
180980,332980,5.75718044901228,50.9858945177761,0.211841,1,0
181020,332980,5.75775007769341,50.9858926966597,0.244466,1,0
181060,332980,5.75831970632247,50.985890872743,0.271622,1,0
181100,332980,5.75888933489938,50.9858890460259,0.298832,1,0
181140,332980,5.75945896342406,50.9858872165084,0.331446,0,0
181180,332980,5.76002859189644,50.9858853841906,0.358606,0,0
181220,332980,5.76059822031643,50.9858835490724,0.385807,0,1
181260,332980,5.76116784868395,50.9858817111539,0.418417,0,1
181300,332980,5.76173747699892,50.9858798704349,0.44558,0,1
181340,332980,5.76230710526127,50.9858780269156,0.472776,0,0
181380,332980,5.76287673347091,50.9858761805959,0.49452,1,0
181420,332980,5.76344636162776,50.9858743314759,0.527124,1,0
181460,332980,5.76401598973175,50.9858724795555,0.543478,1,0
180660,332940,5.75262057023709,50.9855494401166,0,0,0
180700,332940,5.75319019489539,50.9855476414216,0.0316606,0,0
180740,332940,5.75375981950227,50.9855458399263,0.059361,1,0
180780,332940,5.75432944405763,50.9855440356307,0.0812247,1,0
180820,332940,5.75489906856142,50.9855422285347,0.113932,1,0
180860,332940,5.75546869301353,50.9855404186384,0.141086,1,0
180900,332940,5.7560383174139,50.9855386059417,0.168336,1,0
180940,332940,5.75660794176244,50.9855367904447,0.190094,1,0
180980,332940,5.75717756605908,50.9855349721473,0.228112,1,0
181020,332940,5.75774719030373,50.9855331510497,0.255338,1,0
181060,332940,5.75831681449631,50.9855313271516,0.287957,1,0
181100,332940,5.75888643863675,50.9855295004532,0.315116,1,0
181140,332940,5.75945606272496,50.9855276709545,0.342321,1,0
181180,332940,5.76002568676087,50.9855258386555,0.374932,1,0
181220,332940,5.76059531074439,50.9855240035561,0.402094,0,1
181260,332940,5.76116493467544,50.9855221656563,0.429292,0,1
181300,332940,5.76173455855395,50.9855203249563,0.4619,0,1
181340,332940,5.76230418237983,50.9855184814558,0.489064,0,0
181380,332940,5.762873806153,50.9855166351551,0.516258,1,0
181420,332940,5.76344342987339,50.985514786054,0.538002,1,0
180620,332900,5.75204810255386,50.9851916902164,0,0,0
180660,332900,5.7526177228271,50.9851898943402,0.0054321,0,0
180700,332900,5.75318734304899,50.9851880956637,0.0373369,1,0
180740,332900,5.75375696321946,50.9851862941869,0.0756759,1,0
180780,332900,5.75432658333842,50.9851844899097,0.103024,1,0
180820,332900,5.7548962034058,50.9851826828323,0.12481,1,0
180860,332900,5.75546582342151,50.9851808729545,0.157461,1,0
180900,332900,5.75603544338548,50.9851790602764,0.184614,0,1
180940,332900,5.75660506329762,50.985177244798,0.211843,0,1
180980,332900,5.75717468315786,50.9851754265192,0.233596,0,1
181020,332900,5.75774430296612,50.9851736054402,0.271611,0,1
181060,332900,5.7583139227223,50.9851717815609,0.29883,1,0
181100,332900,5.75888354242635,50.9851699548812,0.331446,1,0
181140,332900,5.75945316207817,50.9851681254012,0.358606,0,0
181180,332900,5.76002278167768,50.9851662931209,0.385807,0,1
181220,332900,5.76059240122481,50.9851644580403,0.418417,0,1
181260,332900,5.76116202071948,50.9851626201595,0.44558,0,1
181300,332900,5.7617316401616,50.9851607794782,0.472776,0,1
181340,332900,5.76230125955109,50.9851589359967,0.505383,0,1
181380,332900,5.76287087888789,50.9851570897149,0.532548,0,1
181420,332900,5.76344049817189,50.9851552406327,0.554289,1,0
180620,332860,5.75204525963154,50.9848321444224,0,0,0
180660,332860,5.75261487546845,50.9848303485646,0.0264645,0,0
180700,332860,5.75318449125401,50.9848285499065,0.0537889,1,0
180740,332860,5.75375410698816,50.9848267484481,0.081222,1,0
180780,332860,5.7543237226708,50.9848249441894,0.119297,1,0
180820,332860,5.75489333830185,50.9848231371305,0.146573,1,0
180860,332860,5.75546295388124,50.9848213272712,0.168339,1,0
180900,332860,5.75603256940888,50.9848195146117,0.200968,0,1
180940,332860,5.75660218488471,50.9848176991519,0.228123,0,1
180980,332860,5.75717180030863,50.9848158808918,0.255341,0,1
181020,332860,5.75774141568056,50.9848140598314,0.27709,0,1
181060,332860,5.75831103100044,50.9848122359708,0.315105,0,1
181100,332860,5.75888064626817,50.9848104093098,0.342318,1,0
181140,332860,5.75945026148368,50.9848085798486,0.374932,0,0
181180,332860,5.76001987664688,50.9848067475871,0.402094,0,1
181220,332860,5.7605894917577,50.9848049125253,0.429292,0,1
181260,332860,5.76115910681606,50.9848030746632,0.4619,0,1
181300,332860,5.76172872182187,50.9848012340008,0.489064,0,1
181340,332860,5.76229833677506,50.9847993905382,0.516258,0,1
181380,332860,5.76286795167555,50.9847975442753,0.548865,0,1
180620,332820,5.75204241676049,50.984472598629,0.00135803,0,0
180660,332820,5.75261202816114,50.9844708027895,0.0316663,1,0
180700,332820,5.75318163951046,50.9844690041499,0.0703387,1,0
180740,332820,5.75375125080836,50.98446720271,0.0975136,1,0
180780,332820,5.75432086205475,50.9844653984698,0.124808,1,0
180820,332820,5.75489047324956,50.9844635914293,0.162842,1,0
180860,332820,5.75546008439271,50.9844617815886,0.190089,1,0
180900,332820,5.75602969548411,50.9844599689477,0.211846,1,0
180940,332820,5.7565993065237,50.9844581535065,0.244466,1,0
180980,332820,5.75716891751138,50.984456335265,0.271622,1,0
181020,332820,5.75773852844708,50.9844545142233,0.298832,0,0
181060,332820,5.75830813933072,50.9844526903813,0.32058,0,1
181100,332820,5.75887775016222,50.9844508637391,0.358595,0,1
181140,332820,5.75944736094149,50.9844490342966,0.385804,0,1
181180,332820,5.76001697166846,50.9844472020539,0.418417,0,0
181220,332820,5.76058658234305,50.9844453670109,0.44558,0,1
181260,332820,5.76115619296518,50.9844435291676,0.472776,0,1
181300,332820,5.76172580353477,50.9844416885241,0.505383,0,1
181340,332820,5.76229541405173,50.9844398450804,0.532548,0,1
181380,332820,5.762865024516,50.9844379988364,0.554289,1,0
180580,332780,5.75146996692494,50.984114845857,0,0,0
180620,332780,5.75203957394069,50.9841130528362,0.0054321,0,0
180660,332780,5.75260918090518,50.9841112570152,0.0484831,1,0
180700,332780,5.75317878781833,50.984109458394,0.0756869,0,0
180740,332780,5.75374839468006,50.9841076569725,0.113924,1,0
180780,332780,5.75431800149028,50.9841058527508,0.141086,1,0
180820,332780,5.75488760824893,50.9841040457289,0.168336,1,0
180860,332780,5.75545721495592,50.9841022359067,0.206359,1,0
180900,332780,5.75602682161116,50.9841004232844,0.23359,0,0
180940,332780,5.75659642821459,50.9840986078617,0.255343,0,0
180980,332780,5.75716603476611,50.9840967896389,0.287957,0,0
181020,332780,5.75773564126566,50.9840949686158,0.315116,0,0
181060,332780,5.75830524771314,50.9840931447926,0.342321,0,1
181100,332780,5.75887485410848,50.984091318169,0.364067,0,1
181140,332780,5.75944446045161,50.9840894887453,0.402083,0,1
181180,332780,5.76001406674243,50.9840876565213,0.429289,0,0
181220,332780,5.76058367298087,50.9840858214971,0.4619,0,1
181260,332780,5.76115327916685,50.9840839836727,0.489064,0,1
181300,332780,5.76172288530029,50.9840821430481,0.516258,0,1
181340,332780,5.76229249138111,50.9840802996232,0.548865,0,1
180580,332740,5.7514671285925,50.9837553000465,0,1,0
180620,332740,5.75203673117216,50.9837535070442,0.0264645,0,0
180660,332740,5.75260633370056,50.9837517112415,0.0537889,0,0
180700,332740,5.75317593617762,50.9837499126387,0.0921435,0,0
180740,332740,5.75374553860326,50.9837481112357,0.119308,1,0
180780,332740,5.7543151409774,50.9837463070325,0.157453,1,0
180820,332740,5.75488474329997,50.9837445000291,0.184614,1,0
180860,332740,5.75545434557087,50.9837426902255,0.211843,0,0
180900,332740,5.75602394779003,50.9837408776217,0.249863,0,0
180940,332740,5.75659354995738,50.9837390622177,0.277084,0,0
180980,332740,5.75716315207283,50.9837372440134,0.298835,0,0
181020,332740,5.75773275413629,50.983735423009,0.331446,0,1
181060,332740,5.7583023561477,50.9837335992044,0.358606,0,1
181100,332740,5.75887195810697,50.9837317725996,0.385807,0,1
181140,332740,5.75944156001402,50.9837299431947,0.407552,0,1
181180,332740,5.76001116186877,50.9837281109895,0.445569,0,0
181220,332740,5.76058076367114,50.9837262759841,0.472773,0,1
181260,332740,5.76115036542105,50.9837244381785,0.505383,0,1
181300,332740,5.76171996711843,50.9837225975727,0.532548,0,1
181340,332740,5.76228956876318,50.9837207541667,0.554289,1,0
180540,332700,5.7508946921164,50.9833975444206,0,0,0
180580,332700,5.75146429031123,50.9833957542368,0.0054321,0,0
180620,332700,5.75203388845488,50.9833939612528,0.0373369,0,0
180660,332700,5.75260348654727,50.9833921654685,0.0703468,0,0
180700,332700,5.75317308458832,50.9833903668842,0.0975136,0,0
180740,332700,5.75374268257796,50.9833885654996,0.135692,0,0
180780,332700,5.7543122805161,50.9833867613149,0.162853,0,0
180820,332700,5.75488187840266,50.98338495433,0.20096,0,0
180860,332700,5.75545147623756,50.9833831445449,0.228123,0,0
180900,332700,5.75602107402073,50.9833813319597,0.255341,1,0
180940,332700,5.75659067175207,50.9833795165743,0.293359,0,0
180980,332700,5.75716026943152,50.9833776983887,0.320574,0,0
181020,332700,5.75772986705899,50.983375877403,0.342324,0,1
181060,332700,5.7582994646344,50.983374053617,0.374932,0,1
181100,332700,5.75886906215768,50.9833722270309,0.402094,0,1
181140,332700,5.75943865962874,50.9833703976447,0.429292,0,1
181180,332700,5.7600082570475,50.9833685654583,0.451037,0,0
181220,332700,5.76057785441388,50.9833667304717,0.489053,0,1
181260,332700,5.7611474517278,50.9833648926849,0.516255,0,1
181300,332700,5.76171704898919,50.983363052098,0.548865,1,0
180540,332660,5.75089185832225,50.9830379985933,0,0,0
180580,332660,5.75146145208114,50.9830362084277,0.0264645,0,0
180620,332660,5.75203104578886,50.9830344154621,0.0537889,0,0
180660,332660,5.75260063944532,50.9830326196963,0.081222,0,0
180700,332660,5.75317023305045,50.9830308211303,0.113932,0,0
180740,332660,5.75373982660416,50.9830290197642,0.141086,0,0
180780,332660,5.75430942010637,50.9830272155979,0.179208,0,0
180820,332660,5.75487901355701,50.9830254086316,0.20637,0,0
180860,332660,5.75544860695599,50.9830235988651,0.244457,0,0
180900,332660,5.75601820030323,50.9830217862984,0.271622,1,0
180940,332660,5.75658779359866,50.9830199709316,0.298832,0,0
180980,332660,5.75715738684219,50.9830181527647,0.336851,0,0
181020,332660,5.75772698003374,50.9830163317975,0.364062,0,1
181060,332660,5.75829657317324,50.9830145080303,0.38581,0,1
181100,332660,5.7588661662606,50.983012681463,0.418417,0,1
181140,332660,5.75943575929575,50.9830108520954,0.44558,0,1
181180,332660,5.7600053522786,50.9830090199278,0.472776,0,0
181220,332660,5.76057494520907,50.98300718496,0.49452,0,1
181260,332660,5.76114453808708,50.983005347192,0.532537,0,1
181300,332660,5.76171413091256,50.983003506624,0.554284,1,0
180500,332620,5.75031943520505,50.9826802401136,0,0,0
180540,332620,5.75088902457919,50.9826784527665,0.0122243,0,0
180580,332620,5.75145861390223,50.9826766626194,0.0373395,0,0
180620,332620,5.7520282031741,50.9826748696721,0.0703468,0,0
180660,332620,5.75259779239471,50.9826730739247,0.0975136,0,0
180700,332620,5.75316738156399,50.9826712753771,0.124808,1,0
180740,332620,5.75373697068186,50.9826694740295,0.157461,1,0
180780,332620,5.75430655974823,50.9826676698817,0.184614,1,0
180820,332620,5.75487614876302,50.9826658629339,0.22271,1,0
180860,332620,5.75544573772616,50.9826640531859,0.249874,1,0
180900,332620,5.75601532663756,50.9826622406378,0.287949,0,1
180940,332620,5.75658491549714,50.9826604252896,0.315116,0,1
180980,332620,5.75715450430484,50.9826586071413,0.342321,0,1
181020,332620,5.75772409306055,50.9826567861928,0.380339,0,1
181060,332620,5.75829368176422,50.9826549624443,0.407547,0,1
181100,332620,5.75886327041575,50.9826531358956,0.429295,0,1
181140,332620,5.75943285901506,50.9826513065468,0.4619,0,0
181180,332620,5.76000244756207,50.982649474398,0.489064,0,1
