"px_epsg28992","py_epsg28992","lon","lat","logzinc","dist","ffreq2","ffreq3"
180410,332031,5.74899635022841,50.9773899383192,5.55295958492162,0.320572,0,0
180355,332299,5.74823209898502,50.9798013398631,6.61472560020376,0.081222,0,0
180292,332157,5.74732509108447,50.9785277449808,6.61472560020376,0.190086,0,0
180283,332014,5.74718691872387,50.9772427667127,6.13988455222626,0.287941,0,0
180282,331861,5.74716195442974,50.9758675477884,5.89989735358249,0.423826,0,0
180270,331707,5.74698031230128,50.9744838269228,5.64190707093811,0.554289,0,0
180199,331591,5.74596136562816,50.9734442799648,5.92692602597041,0.603225,0,0
180135,331552,5.74504748664984,50.9730965420996,5.40267738187228,0.614071,0,0
180237,332351,5.7465555541636,50.9802739755958,6.69950034016168,0.00135803,0,0
180103,332297,5.7446437686074,50.9797944935969,7.34471905414967,0,0,0
179973,332255,5.74278980863467,50.9794226689628,7.51697722460432,0.0054321,0,0
179826,332217,5.74069409719209,50.9790875083989,7.33171496972647,0.0054321,0,0
179687,332161,5.73871109204067,50.9785901683949,6.83840520084734,0.0054321,0,0
179792,332035,5.74019747024153,50.9774530501812,6.06842558824411,0.146578,0,0
179902,332113,5.74176905142936,50.978149380156,6.30991827822652,0.135684,0,0
180100,332213,5.74459520467365,50.9790395787989,7.35946763825562,0.0703333,0,0
179604,332059,5.73752233772848,50.9776769067863,7.08170858610557,0.0484831,0,0
179526,331936,5.73640339186064,50.9765746564882,6.81014245011514,0.0054321,0,0
179495,331770,5.73595074279196,50.9750838696178,6.63463335786169,0.0054321,0,0
179489,331633,5.73585601588772,50.9738526808613,6.49072353450251,0.0316663,0,0
179414,331494,5.73477882972091,50.9726064676528,6.46614472423762,0.0122243,0,0
179334,331366,5.73363126249382,50.9714593326225,6.68586094706836,0.0122243,0,0
179255,331264,5.73249973647215,50.9705458488692,6.66440902035041,0.0373395,0,0
179470,331125,5.73555105032773,50.9692872572816,6.96602418710611,0.211846,0,0
179692,330933,5.73869821703239,50.9675518843431,4.77912349311153,0.451037,0,0
179852,330801,5.74096673794625,50.9663584452737,6.65672652417839,0.575877,0,0
179140,330955,5.73084191744462,50.9677732235548,6.55535689181067,0.0756869,0,0
179128,330867,5.73066521033129,50.9669827283149,6.51619307604296,0.12481,0,0
179065,330864,5.729768210244,50.9669584192621,6.67582322163485,0.103024,0,0
179007,330727,5.72893346951614,50.9657294125332,6.52941883826223,0.157469,0,0
179110,330758,5.73040169796583,50.9660037241419,6.38519439899773,0.200976,0,0
179032,330645,5.72928387135357,50.9649912913701,6.30809844150953,0.200976,0,0
179095,330636,5.7301800316633,50.9649077402814,6.52209279817015,0.26622,0,0
179058,330510,5.72964496250136,50.9637767280289,6.289715570909,0.298835,0,0
178810,330666,5.72612524013299,50.9651893471422,6.3279367837292,0.0812247,0,0
178912,330779,5.7275846347628,50.9662008065653,7.0352685992811,0.070355,0,0
178981,330924,5.72857646558625,50.9675012707552,7.23201033166476,0.0122243,0,0
179076,331005,5.72993420369966,50.9682253570603,7.05703698169789,0,0,0
180151,330353,5.7451916904561,50.9623184475399,7.42177579364465,0.0537723,0,0
179211,331175,5.73186737843374,50.9697477244813,6.63987583382654,0.0593662,0,0
181118,333214,5.75916262360456,50.9879915646531,5.63121178182137,0.211843,0,0
179474,331304,5.7356201370016,50.9708960555301,5.48479693349065,0.12481,1,0
179559,331423,5.73683830913428,50.9719620579924,5.75890177387728,0.12481,1,0
179022,330873,5.72915670819275,50.9670411266887,6.30078579466324,0.0921516,1,0
178953,330742,5.72816580036895,50.9658665087496,6.22455842927536,0.113941,1,0
178875,330516,5.72704054930733,50.9638383354393,6.04025471127741,0.179216,1,0
178803,330349,5.72600468879762,50.9623402324025,5.80513496891649,0.233596,1,0
179029,330394,5.72922445414656,50.962735263558,5.99146454710798,0.336861,1,0
178605,330406,5.72319018482882,50.9628607996639,6.31535800152233,0.070355,1,0
178701,330557,5.72456653372424,50.964214114333,6.3578422665081,0.0593662,1,0
179547,330245,5.7365873263447,50.9613739371577,5.04342511691925,0.255341,1,0
179301,330179,5.73308151808865,50.9607911996607,5.41164605185504,0.364067,1,0
179405,330567,5.73458799038591,50.9642743666842,5.19295685089021,0.429295,1,0
179462,330766,5.73541282402068,50.966060672056,5.42053499927229,0.380328,1,0
179293,330797,5.73300925842453,50.9663465306797,5.2257466737132,0.249874,1,0
179180,330710,5.73139490441107,50.965569310471,5.28826703069454,0.266212,1,0
179206,330398,5.73174407135168,50.9627637478883,5.23110861685459,0.451037,1,0
179618,330458,5.73761241254672,50.9632854664232,5.29330482472449,0.30971,1,0
179782,330540,5.73995238209176,50.9640154471245,5.05624580534831,0.293359,1,0
179980,330773,5.74278684261421,50.9661011814377,5.31320597904179,0.532351,1,0
180067,331185,5.74405388139924,50.9698006952178,4.96284463025991,0.619513,1,0
180162,331387,5.74542036966897,50.9716122263729,4.91265488573605,0.684725,1,0
180451,331473,5.74954073524401,50.9723724483782,4.76217393479776,0.809742,1,0
180328,331158,5.74776752106001,50.9695464908401,4.72738781871234,0.880389,1,0
180276,330963,5.74701360316762,50.9677960073605,4.86753445045558,0.749591,1,0
180114,330803,5.74469637127722,50.9663649670126,5.25749537202778,0.575752,1,0
179881,330912,5.74138719933494,50.967354923591,5.48063892334199,0.581484,1,0
179774,330921,5.73986466990306,50.9674404709143,5.39816270151775,0.49452,1,0
179657,331150,5.73821482017712,50.969503933912,4.9416424226093,0.32058,1,0
179731,331245,5.73927477378635,50.9703546576293,4.85203026391962,0.336851,1,0
179717,331441,5.73908890078217,50.9721170397226,5.11198778835654,0.249852,1,0
179446,331422,5.7352295226803,50.971957915885,5.25227342804663,0.0756869,1,0
179524,331565,5.73634968829575,50.9732399507463,5.44673737166631,0.0756869,1,0
179644,331730,5.73806938330502,50.9747179147867,5.31320597904179,0.162853,1,0
180321,330366,5.74761229105811,50.9624277925778,6.58202513889283,0.0974916,1,0
180162,331837,5.74545176314163,50.9756571186268,5.34710753071747,0.440142,1,0
180029,331720,5.74355004555877,50.9746112894055,5.28826703069454,0.4619,1,0
179797,331919,5.74026068439739,50.9764101493103,4.93447393313069,0.222701,1,0
179642,331955,5.73805628282554,50.9767404485262,5.53338948872752,0.103024,1,0
179849,332142,5.74101641736654,50.9784123592549,6.55535689181067,0.0921353,1,0
180265,332297,5.74695046224039,50.9797873506923,6.72383244082121,0.0484884,1,0
180107,332101,5.74468707667693,50.9780325423074,5.5683445037611,0.168331,1,0
180462,331947,5.74973080069762,50.9766325764767,4.95582705760126,0.38581,1,0
180478,331822,5.74994977567117,50.9755082823092,4.77912349311153,0.489064,1,0
180347,331700,5.74807608555067,50.9744174950464,5.02388052084628,0.57602,1,0
180862,333116,5.75550980203048,50.9871223290827,6.0282785202307,0.0812194,1,0
180700,332882,5.75318605973489,50.9850263000729,6.16120732169508,0.0373369,1,0
180201,331160,5.74595972807204,50.969570084074,4.83628190695148,0.771698,1,0
180173,331923,5.74561437945596,50.9764296578443,5.34710753071747,0.336829,1,0
180923,332874,5.75636110509254,50.9849443120433,5.39362754635236,0.228123,0,1
180467,331694,5.7497841244298,50.9743582261178,4.89034912822175,0.597761,0,1
179917,331325,5.74192818556248,50.9710656680312,4.94875989037817,0.44558,0,1
179822,331242,5.74057003852211,50.9703237452531,5.06259503302697,0.396675,0,1
179991,331069,5.74296392685375,50.9687613411206,4.85981240436167,0.581478,0,1
179120,330578,5.7305320116308,50.964385343225,5.32787616878958,0.287966,0,1
179034,330561,5.72930674496926,50.964236159703,6.11146733950268,0.233596,0,1
179085,330433,5.73002413935026,50.9630834637602,5.69035945432406,0.364067,0,1
179236,330046,5.7321474412756,50.9595984683956,5.24174701505964,0.331454,0,1
179456,330072,5.73528038358116,50.9598228012411,5.03695260241363,0.211846,0,1
179550,329940,5.73660927956852,50.9586322684186,5.12989871492307,0.103029,0,1
179445,329807,5.73510587658979,50.9574412779348,5.99893656194668,0.070355,0,1
179337,329870,5.73357307086976,50.9580121724791,6.15485809401642,0.146576,0,1
179245,329714,5.73225323471614,50.9566138520321,6.41673228251233,0.0537723,0,1
179024,329733,5.72910928777653,50.956793968865,6.39859493453521,0.119286,0,1
178786,329822,5.72572798754482,50.9576039145766,6.6631326959908,0.0921435,0,1
179135,329890,5.73069951288422,50.9582005118259,5.55295958492162,0.249863,0,1
179030,330082,5.72921791320759,50.9599307592545,5.36597601502185,0.37494,0,1
179184,330182,5.73141645690526,50.9608231289454,5.11198778835654,0.423837,0,1
179085,330292,5.73001472884631,50.9618160626213,6.20657592672493,0.423837,0,1
178875,330311,5.72702698628839,50.9619956595548,5.8348107370626,0.27709,0,1
179466,330381,5.73544365845197,50.9625998680199,5.08759633523238,0.358606,0,1
180627,330190,5.75195524139862,50.9608321506575,5.92692602597041,0.0122243,0,1
